split,halvdel,side,blok,taerskel_atr,metrik,vaerdi
aar,aar-1,short,hale,8.0,lift_hi,14.898918721672773
aar,aar-2,long,hoved,,hverdage,262.0
aar,aar-2,long,hoved,,B,24104.0
aar,aar-2,long,hoved,,E,1905.0
aar,aar-2,long,hoved,,K,111.0
aar,aar-2,long,hoved,,Nb,14791.0
aar,aar-2,long,hoved,,nb,171.0
aar,aar-2,long,hoved,,n_signaler,112.0
aar,aar-2,long,hoved,,retning_hit,0.9910714285714286
aar,aar-2,long,hoved,,retning_lo,0.9511515311769158
aar,aar-2,long,hoved,,retning_hi,0.9984221453141423
aar,aar-2,long,hoved,,event_rate,0.05826771653543307
aar,aar-2,long,hoved,,kontrol_rate,0.011561084443242513
aar,aar-2,long,hoved,,enrichment,5.039987106874798
aar,aar-2,long,hoved,,enr_lo,3.9881110017886123
aar,aar-2,long,hoved,,enr_hi,6.369298654443669
aar,aar-2,long,hoved,,praecision,0.39832291066198516
aar,aar-2,long,hoved,,praec_lav,0.31865832852958814
aar,aar-2,long,hoved,,praec_hoej,0.5310972142159802
aar,aar-2,long,hoved,,basisrate,0.07903252572187189
aar,aar-2,long,hoved,,median_size_atr,3.3310647278152
aar,aar-2,long,hoved,,median_size_pt,23.75
aar,aar-2,long,hoved,,median_varighed_min,90.0
aar,aar-2,long,hoved,,median_z_start,-2.6970475612875364
aar,aar-2,long,hoved,,median_z_end,-0.2718100773188158
aar,aar-2,long,hoved,,andel_overshoot,0.05405405405405406
aar,aar-2,long,hoved,,andel_swing,0.5495495495495496
aar,aar-2,long,fuld,1.5,E_T,1905.0
aar,aar-2,long,fuld,1.5,K_T,111.0
aar,aar-2,long,fuld,1.5,kontrol_hits,171.0
aar,aar-2,long,fuld,1.5,praecision,0.39832291066198516
aar,aar-2,long,fuld,1.5,basisrate,0.07903252572187189
aar,aar-2,long,fuld,1.5,lift,5.039987106874798
aar,aar-2,long,fuld,1.5,lift_lo,3.9881110017886123
aar,aar-2,long,fuld,1.5,lift_hi,6.369298654443669
aar,aar-2,long,fuld,3.0,E_T,1055.0
aar,aar-2,long,fuld,3.0,K_T,66.0
aar,aar-2,long,fuld,3.0,kontrol_hits,171.0
aar,aar-2,long,fuld,3.0,praecision,0.236840649582802
aar,aar-2,long,fuld,3.0,basisrate,0.04376866910056422
aar,aar-2,long,fuld,3.0,lift,5.411191485823562
aar,aar-2,long,fuld,3.0,lift_lo,4.101691651266188
aar,aar-2,long,fuld,3.0,lift_hi,7.138760244742042
aar,aar-2,long,fuld,4.0,E_T,654.0
aar,aar-2,long,fuld,4.0,K_T,32.0
aar,aar-2,long,fuld,4.0,kontrol_hits,171.0
aar,aar-2,long,fuld,4.0,praecision,0.11483183010075249
aar,aar-2,long,fuld,4.0,basisrate,0.027132426153335547
aar,aar-2,long,fuld,4.0,lift,4.232272832948834
aar,aar-2,long,fuld,4.0,lift_lo,2.9254459351698463
aar,aar-2,long,fuld,4.0,lift_hi,6.122872795964628
aar,aar-2,long,fuld,6.0,E_T,304.0
aar,aar-2,long,fuld,6.0,K_T,14.0
aar,aar-2,long,fuld,6.0,kontrol_hits,171.0
aar,aar-2,long,fuld,6.0,praecision,0.05023892566907921
aar,aar-2,long,fuld,6.0,basisrate,0.01261201460338533
aar,aar-2,long,fuld,6.0,lift,3.9834179747614646
aar,aar-2,long,fuld,6.0,lift_lo,2.337922406541742
aar,aar-2,long,fuld,6.0,lift_hi,6.78705962065017
aar,aar-2,long,fuld,8.0,E_T,158.0
aar,aar-2,long,fuld,8.0,K_T,8.0
aar,aar-2,long,fuld,8.0,kontrol_hits,171.0
aar,aar-2,long,fuld,8.0,praecision,0.02870795752518812
aar,aar-2,long,fuld,8.0,basisrate,0.006554928642548955
aar,aar-2,long,fuld,8.0,lift,4.379598785994522
aar,aar-2,long,fuld,8.0,lift_lo,2.1935647440380874
aar,aar-2,long,fuld,8.0,lift_hi,8.744162021393082
aar,aar-2,long,hale,1.5,E_T,1905.0
aar,aar-2,long,hale,1.5,K_T,34.0
aar,aar-2,long,hale,1.5,kontrol_hits,39.0
aar,aar-2,long,hale,1.5,praecision,0.5349617469597555
aar,aar-2,long,hale,1.5,basisrate,0.07903252572187189
aar,aar-2,long,hale,1.5,lift,6.768880812975301
aar,aar-2,long,hale,1.5,lift_lo,4.284245505046708
aar,aar-2,long,hale,1.5,lift_hi,10.694472902239916
aar,aar-2,long,hale,3.0,E_T,1055.0
aar,aar-2,long,hale,3.0,K_T,25.0
aar,aar-2,long,hale,3.0,kontrol_hits,39.0
aar,aar-2,long,hale,3.0,praecision,0.3933542257057026
aar,aar-2,long,hale,3.0,basisrate,0.04376866910056422
aar,aar-2,long,hale,3.0,lift,8.987118726455218
aar,aar-2,long,hale,3.0,lift_lo,5.4604923441462265
aar,aar-2,long,hale,3.0,lift_hi,14.791395704452828
aar,aar-2,long,hale,4.0,E_T,654.0
aar,aar-2,long,hale,4.0,K_T,14.0
aar,aar-2,long,hale,4.0,kontrol_hits,39.0
aar,aar-2,long,hale,4.0,praecision,0.22027836639519346
aar,aar-2,long,hale,4.0,basisrate,0.027132426153335547
aar,aar-2,long,hale,4.0,lift,8.118638751666273
aar,aar-2,long,hale,4.0,lift_lo,4.430707140194118
aar,aar-2,long,hale,4.0,lift_hi,14.876247310981048
aar,aar-2,long,hale,6.0,E_T,304.0
aar,aar-2,long,hale,6.0,K_T,7.0
aar,aar-2,long,hale,6.0,kontrol_hits,39.0
aar,aar-2,long,hale,6.0,praecision,0.11013918319759673
aar,aar-2,long,hale,6.0,basisrate,0.01261201460338533
aar,aar-2,long,hale,6.0,lift,8.732877867746287
aar,aar-2,long,hale,6.0,lift_lo,3.937765865777044
aar,aar-2,long,hale,6.0,lift_hi,19.367112838214382
aar,aar-2,long,hale,8.0,E_T,158.0
aar,aar-2,long,hale,8.0,K_T,5.0
aar,aar-2,long,hale,8.0,kontrol_hits,39.0
aar,aar-2,long,hale,8.0,praecision,0.07867084514114052
aar,aar-2,long,hale,8.0,basisrate,0.006554928642548955
aar,aar-2,long,hale,8.0,lift,12.001785134696528
aar,aar-2,long,hale,8.0,lift_lo,4.793836613816293
aar,aar-2,long,hale,8.0,lift_hi,30.047508503789498
aar,aar-2,short,hoved,,hverdage,262.0
aar,aar-2,short,hoved,,B,24104.0
aar,aar-2,short,hoved,,E,1753.0
aar,aar-2,short,hoved,,K,78.0
aar,aar-2,short,hoved,,Nb,14791.0
aar,aar-2,short,hoved,,nb,146.0
aar,aar-2,short,hoved,,n_signaler,79.0
aar,aar-2,short,hoved,,retning_hit,0.9873417721518988
aar,aar-2,short,hoved,,retning_lo,0.9317242805256475
aar,aar-2,short,hoved,,retning_hi,0.9977620061696861
aar,aar-2,short,hoved,,event_rate,0.04449515116942385
aar,aar-2,short,hoved,,kontrol_rate,0.009870867419376648
aar,aar-2,short,hoved,,enrichment,4.507724527033891
aar,aar-2,short,hoved,,enr_lo,3.4397690348340433
aar,aar-2,short,hoved,,enr_hi,5.907251389802473
aar,aar-2,short,hoved,,praecision,0.3278311108484239
aar,aar-2,short,hoved,,praec_lav,0.26226488867873915
aar,aar-2,short,hoved,,praec_hoej,0.4371081477978986
aar,aar-2,short,hoved,,basisrate,0.07272651842017923
aar,aar-2,short,hoved,,median_size_atr,4.24147120358311
aar,aar-2,short,hoved,,median_size_pt,32.125
aar,aar-2,short,hoved,,median_varighed_min,75.0
aar,aar-2,short,hoved,,median_z_start,2.5189387567906314
aar,aar-2,short,hoved,,median_z_end,0.2062648092105053
aar,aar-2,short,hoved,,andel_overshoot,0.11538461538461539
aar,aar-2,short,hoved,,andel_swing,0.5512820512820513
aar,aar-2,short,fuld,1.5,E_T,1753.0
aar,aar-2,short,fuld,1.5,K_T,78.0
aar,aar-2,short,fuld,1.5,kontrol_hits,146.0
aar,aar-2,short,fuld,1.5,praecision,0.3278311108484239
aar,aar-2,short,fuld,1.5,basisrate,0.07272651842017923
aar,aar-2,short,fuld,1.5,lift,4.507724527033891
aar,aar-2,short,fuld,1.5,lift_lo,3.4397690348340433
aar,aar-2,short,fuld,1.5,lift_hi,5.907251389802473
aar,aar-2,short,fuld,3.0,E_T,1008.0
aar,aar-2,short,fuld,3.0,K_T,51.0
aar,aar-2,short,fuld,3.0,kontrol_hits,146.0
aar,aar-2,short,fuld,3.0,praecision,0.2143511109393541
aar,aar-2,short,fuld,3.0,basisrate,0.04181878526385662
aar,aar-2,short,fuld,3.0,lift,5.125713470319635
aar,aar-2,short,fuld,3.0,lift_lo,3.750609376323246
aar,aar-2,short,fuld,3.0,lift_hi,7.00497864311632
aar,aar-2,short,fuld,4.0,E_T,688.0
aar,aar-2,short,fuld,4.0,K_T,40.0
aar,aar-2,short,fuld,4.0,kontrol_hits,146.0
aar,aar-2,short,fuld,4.0,praecision,0.16811851838380715
aar,aar-2,short,fuld,4.0,basisrate,0.02854298041818785
aar,aar-2,short,fuld,4.0,lift,5.890012742911755
aar,aar-2,short,fuld,4.0,lift_lo,4.186773777235355
aar,aar-2,short,fuld,4.0,lift_hi,8.286153481779742
aar,aar-2,short,fuld,6.0,E_T,373.0
aar,aar-2,short,fuld,6.0,K_T,19.0
aar,aar-2,short,fuld,6.0,kontrol_hits,146.0
aar,aar-2,short,fuld,6.0,praecision,0.07985629623230839
aar,aar-2,short,fuld,6.0,basisrate,0.015474610023232659
aar,aar-2,short,fuld,6.0,lift,5.160472290572551
aar,aar-2,short,fuld,6.0,lift_lo,3.2355313001762367
aar,aar-2,short,fuld,6.0,lift_hi,8.230634103374792
aar,aar-2,short,fuld,8.0,E_T,218.0
aar,aar-2,short,fuld,8.0,K_T,10.0
aar,aar-2,short,fuld,8.0,kontrol_hits,146.0
aar,aar-2,short,fuld,8.0,praecision,0.04202962959595179
aar,aar-2,short,fuld,8.0,basisrate,0.009044142051111849
aar,aar-2,short,fuld,8.0,lift,4.64716601734322
aar,aar-2,short,fuld,8.0,lift_lo,2.48357384368783
aar,aar-2,short,fuld,8.0,lift_hi,8.69559487737307
aar,aar-2,short,hale,1.5,E_T,1753.0
aar,aar-2,short,hale,1.5,K_T,23.0
aar,aar-2,short,hale,1.5,kontrol_hits,39.0
aar,aar-2,short,hale,1.5,praecision,0.3618858876492464
aar,aar-2,short,hale,1.5,basisrate,0.07272651842017923
aar,aar-2,short,hale,1.5,lift,4.975982564687642
aar,aar-2,short,hale,1.5,lift_lo,2.9793986315052297
aar,aar-2,short,hale,1.5,lift_hi,8.310536972881046
aar,aar-2,short,hale,3.0,E_T,1008.0
aar,aar-2,short,hale,3.0,K_T,18.0
aar,aar-2,short,hale,3.0,kontrol_hits,39.0
aar,aar-2,short,hale,3.0,praecision,0.28321504250810586
aar,aar-2,short,hale,3.0,basisrate,0.04181878526385662
aar,aar-2,short,hale,3.0,lift,6.772435897435897
aar,aar-2,short,hale,3.0,lift_lo,3.88850646449936
aar,aar-2,short,hale,3.0,lift_hi,11.795245399131296
aar,aar-2,short,hale,4.0,E_T,688.0
aar,aar-2,short,hale,4.0,K_T,14.0
aar,aar-2,short,hale,4.0,kontrol_hits,39.0
aar,aar-2,short,hale,4.0,praecision,0.22027836639519346
aar,aar-2,short,hale,4.0,basisrate,0.02854298041818785
aar,aar-2,short,hale,4.0,lift,7.71742695289207
aar,aar-2,short,hale,4.0,lift_lo,4.210738720082311
aar,aar-2,short,hale,4.0,lift_hi,14.14447267629579
aar,aar-2,short,hale,6.0,E_T,373.0
aar,aar-2,short,hale,6.0,K_T,8.0
aar,aar-2,short,hale,6.0,kontrol_hits,39.0
aar,aar-2,short,hale,6.0,praecision,0.12587335222582482
aar,aar-2,short,hale,6.0,basisrate,0.015474610023232659
aar,aar-2,short,hale,6.0,lift,8.134185742764831
aar,aar-2,short,hale,6.0,lift_lo,3.827976936521851
aar,aar-2,short,hale,6.0,lift_hi,17.284581071148505
aar,aar-2,short,hale,8.0,E_T,218.0
aar,aar-2,short,hale,8.0,K_T,5.0
aar,aar-2,short,hale,8.0,kontrol_hits,39.0
aar,aar-2,short,hale,8.0,praecision,0.07867084514114052
aar,aar-2,short,hale,8.0,basisrate,0.009044142051111849
aar,aar-2,short,hale,8.0,lift,8.698541519642438
aar,aar-2,short,hale,8.0,lift_lo,3.4618130256720017
aar,aar-2,short,hale,8.0,lift_hi,21.85693565996549
degradering,OOS/IS,long,stabil,,Enrichment (fuld signatur),1.154761475868953
degradering,OOS/IS,long,stabil,,Retningstraef,1.0087691326530612
degradering,OOS/IS,long,stabil,,Praecision,1.2134132611596264
degradering,OOS/IS,long,stabil,,Median size_atr,0.8356854615623359
degradering,OOS/IS,long,stabil,,Median size_pt,0.8370044052863436
degradering,OOS/IS,long,⚠ SVAEKKET,,Median varighed (min),0.6666666666666666
degradering,OOS/IS,long,⚠ SVAEKKET,,Andel overshoot til modsat baand,0.35612082670906203
degradering,OOS/IS,long,stabil,,Lift ved ≥ 1.5 ATR,1.154761475868953
degradering,OOS/IS,long,stabil,,Lift ved ≥ 3.0 ATR,1.099919164337441
degradering,OOS/IS,long,stabil,,Lift ved ≥ 4.0 ATR,0.7398914175692545
degradering,OOS/IS,long,⚠ SVAEKKET,,Lift ved ≥ 6.0 ATR,0.5277149066035427
degradering,OOS/IS,long,stabil,,Lift ved ≥ 8.0 ATR,0.711196174371652
degradering,OOS/IS,long,stabil,,Lift m. RVOL≥4 ved ≥ 1.5 ATR,1.1635351313839657
degradering,OOS/IS,long,stabil,,Lift m. RVOL≥4 ved ≥ 3.0 ATR,1.1860344062614592
degradering,OOS/IS,long,stabil,,Lift m. RVOL≥4 ved ≥ 4.0 ATR,0.8470180992929655
degradering,OOS/IS,long,⚠ SVAEKKET,,Lift m. RVOL≥4 ved ≥ 6.0 ATR,0.5424761627323131
degradering,OOS/IS,long,stabil,,Lift m. RVOL≥4 ved ≥ 8.0 ATR,0.7996294399349103
degradering,OOS/IS,short,stabil,,Enrichment (fuld signatur),1.1793149477397549
degradering,OOS/IS,short,stabil,,Retningstraef,0.9873417721518988
degradering,OOS/IS,short,stabil,,Praecision,1.1815539277813831
degradering,OOS/IS,short,stabil,,Median size_atr,1.315855700419257
degradering,OOS/IS,short,↑ styrket,,Median size_pt,1.5297619047619047
degradering,OOS/IS,short,stabil,,Median varighed (min),0.8333333333333334
degradering,OOS/IS,short,stabil,,Andel overshoot til modsat baand,1.1105769230769231
degradering,OOS/IS,short,stabil,,Lift ved ≥ 1.5 ATR,1.1793149477397549
degradering,OOS/IS,short,↑ styrket,,Lift ved ≥ 3.0 ATR,1.434470961872326
degradering,OOS/IS,short,↑ styrket,,Lift ved ≥ 4.0 ATR,1.574781207443807
degradering,OOS/IS,short,stabil,,Lift ved ≥ 6.0 ATR,1.326166650238918
degradering,OOS/IS,short,↑ styrket,,Lift ved ≥ 8.0 ATR,1.9156514119580568
degradering,OOS/IS,short,stabil,,Lift m. RVOL≥4 ved ≥ 1.5 ATR,0.93360989074014
degradering,OOS/IS,short,stabil,,Lift m. RVOL≥4 ved ≥ 3.0 ATR,1.0466883328426682
degradering,OOS/IS,short,stabil,,Lift m. RVOL≥4 ved ≥ 4.0 ATR,1.0643613465417285
degradering,OOS/IS,short,stabil,,Lift m. RVOL≥4 ved ≥ 6.0 ATR,1.134771170314327
degradering,OOS/IS,short,↑ styrket,,Lift m. RVOL≥4 ved ≥ 8.0 ATR,2.4045325867745024
gitter,IS,long,z1.5_rvol1.25_kun kraftig,,n_signaler,173.0
gitter,IS,long,z1.5_rvol1.25_kun kraftig,,retning_hit,0.9826589595375722
gitter,IS,long,z1.5_rvol1.25_kun kraftig,,K,170.0
gitter,IS,long,z1.5_rvol1.25_kun kraftig,,kontrol_hits,326.0
gitter,IS,long,z1.5_rvol1.25_kun kraftig,,enrichment,4.247141430405804
gitter,IS,long,z1.5_rvol1.25_kun kraftig,,enr_lo,3.551544122560388
gitter,IS,long,z1.5_rvol1.25_kun kraftig,,enr_hi,5.078976835817912
gitter,IS,long,z1.5_rvol1.25_kraftig + alm,,n_signaler,206.0
gitter,IS,long,z1.5_rvol1.25_kraftig + alm,,retning_hit,0.9854368932038835
gitter,IS,long,z1.5_rvol1.25_kraftig + alm,,K,203.0
gitter,IS,long,z1.5_rvol1.25_kraftig + alm,,kontrol_hits,421.0
gitter,IS,long,z1.5_rvol1.25_kraftig + alm,,enrichment,3.927166767939016
gitter,IS,long,z1.5_rvol1.25_kraftig + alm,,enr_lo,3.345885492834516
gitter,IS,long,z1.5_rvol1.25_kraftig + alm,,enr_hi,4.6094341411962265
gitter,IS,long,z1.5_rvol1.5_kun kraftig,,n_signaler,155.0
gitter,IS,long,z1.5_rvol1.5_kun kraftig,,retning_hit,0.9806451612903225
gitter,IS,long,z1.5_rvol1.5_kun kraftig,,K,152.0
gitter,IS,long,z1.5_rvol1.5_kun kraftig,,kontrol_hits,286.0
gitter,IS,long,z1.5_rvol1.5_kun kraftig,,enrichment,4.328555165764468
gitter,IS,long,z1.5_rvol1.5_kun kraftig,,enr_lo,3.5775051604183856
gitter,IS,long,z1.5_rvol1.5_kun kraftig,,enr_hi,5.237278210068342
gitter,IS,long,z1.5_rvol1.5_kraftig + alm,,n_signaler,183.0
gitter,IS,long,z1.5_rvol1.5_kraftig + alm,,retning_hit,0.9836065573770492
gitter,IS,long,z1.5_rvol1.5_kraftig + alm,,K,180.0
gitter,IS,long,z1.5_rvol1.5_kraftig + alm,,kontrol_hits,361.0
gitter,IS,long,z1.5_rvol1.5_kraftig + alm,,enrichment,4.060978639990429
gitter,IS,long,z1.5_rvol1.5_kraftig + alm,,enr_lo,3.419156263219875
gitter,IS,long,z1.5_rvol1.5_kraftig + alm,,enr_hi,4.82327985177494
gitter,IS,long,z1.5_rvol2.0_kun kraftig,,n_signaler,121.0
gitter,IS,long,z1.5_rvol2.0_kun kraftig,,retning_hit,0.9752066115702479
gitter,IS,long,z1.5_rvol2.0_kun kraftig,,K,118.0
gitter,IS,long,z1.5_rvol2.0_kun kraftig,,kontrol_hits,191.0
gitter,IS,long,z1.5_rvol2.0_kun kraftig,,enrichment,5.031691916995704
gitter,IS,long,z1.5_rvol2.0_kun kraftig,,enr_lo,4.020984576236481
gitter,IS,long,z1.5_rvol2.0_kun kraftig,,enr_hi,6.296448809375117
gitter,IS,long,z1.5_rvol2.0_kraftig + alm,,n_signaler,139.0
gitter,IS,long,z1.5_rvol2.0_kraftig + alm,,retning_hit,0.9784172661870504
gitter,IS,long,z1.5_rvol2.0_kraftig + alm,,K,136.0
gitter,IS,long,z1.5_rvol2.0_kraftig + alm,,kontrol_hits,241.0
gitter,IS,long,z1.5_rvol2.0_kraftig + alm,,enrichment,4.596076701451593
gitter,IS,long,z1.5_rvol2.0_kraftig + alm,,enr_lo,3.7462628137293477
gitter,IS,long,z1.5_rvol2.0_kraftig + alm,,enr_hi,5.6386650098895785
gitter,IS,long,z2.0_rvol1.25_kun kraftig,,n_signaler,124.0
gitter,IS,long,z2.0_rvol1.25_kun kraftig,,retning_hit,0.9838709677419355
gitter,IS,long,z2.0_rvol1.25_kun kraftig,,K,122.0
gitter,IS,long,z2.0_rvol1.25_kun kraftig,,kontrol_hits,227.0
gitter,IS,long,z2.0_rvol1.25_kun kraftig,,enrichment,4.377230084739562
gitter,IS,long,z2.0_rvol1.25_kun kraftig,,enr_lo,3.532087384841439
gitter,IS,long,z2.0_rvol1.25_kun kraftig,,enr_hi,5.424594900165315
gitter,IS,long,z2.0_rvol1.25_kraftig + alm,,n_signaler,141.0
gitter,IS,long,z2.0_rvol1.25_kraftig + alm,,retning_hit,0.9858156028368794
gitter,IS,long,z2.0_rvol1.25_kraftig + alm,,K,139.0
gitter,IS,long,z2.0_rvol1.25_kraftig + alm,,kontrol_hits,294.0
gitter,IS,long,z2.0_rvol1.25_kraftig + alm,,enrichment,3.8506395913847267
gitter,IS,long,z2.0_rvol1.25_kraftig + alm,,enr_lo,3.1660941831040983
gitter,IS,long,z2.0_rvol1.25_kraftig + alm,,enr_hi,4.683191467223646
gitter,IS,long,z2.0_rvol1.5_kun kraftig,,n_signaler,114.0
gitter,IS,long,z2.0_rvol1.5_kun kraftig,,retning_hit,0.9824561403508771
gitter,IS,long,z2.0_rvol1.5_kun kraftig,,K,112.0
gitter,IS,long,z2.0_rvol1.5_kun kraftig,,kontrol_hits,209.0
gitter,IS,long,z2.0_rvol1.5_kun kraftig,,enrichment,4.3645265383331475
gitter,IS,long,z2.0_rvol1.5_kun kraftig,,enr_lo,3.4877394906347323
gitter,IS,long,z2.0_rvol1.5_kun kraftig,,enr_hi,5.46173014210634
gitter,IS,long,z2.0_rvol1.5_kraftig + alm,,n_signaler,130.0
gitter,IS,long,z2.0_rvol1.5_kraftig + alm,,retning_hit,0.9846153846153847
gitter,IS,long,z2.0_rvol1.5_kraftig + alm,,K,128.0
gitter,IS,long,z2.0_rvol1.5_kraftig + alm,,kontrol_hits,262.0
gitter,IS,long,z2.0_rvol1.5_kraftig + alm,,enrichment,3.9790012933985945
gitter,IS,long,z2.0_rvol1.5_kraftig + alm,,enr_lo,3.2394291050092323
gitter,IS,long,z2.0_rvol1.5_kraftig + alm,,enr_hi,4.887420214995743
gitter,IS,long,z2.0_rvol2.0_kun kraftig,,n_signaler,96.0
gitter,IS,long,z2.0_rvol2.0_kun kraftig,,retning_hit,0.9791666666666666
gitter,IS,long,z2.0_rvol2.0_kun kraftig,,K,94.0
gitter,IS,long,z2.0_rvol2.0_kun kraftig,,kontrol_hits,145.0
gitter,IS,long,z2.0_rvol2.0_kun kraftig,,enrichment,5.279894604192921
gitter,IS,long,z2.0_rvol2.0_kun kraftig,,enr_lo,4.091909269631341
gitter,IS,long,z2.0_rvol2.0_kun kraftig,,enr_hi,6.812782296587216
gitter,IS,long,z2.0_rvol2.0_kraftig + alm,,n_signaler,108.0
gitter,IS,long,z2.0_rvol2.0_kraftig + alm,,retning_hit,0.9814814814814815
gitter,IS,long,z2.0_rvol2.0_kraftig + alm,,K,106.0
gitter,IS,long,z2.0_rvol2.0_kraftig + alm,,kontrol_hits,181.0
gitter,IS,long,z2.0_rvol2.0_kraftig + alm,,enrichment,4.769717883298765
gitter,IS,long,z2.0_rvol2.0_kraftig + alm,,enr_lo,3.772000436023498
gitter,IS,long,z2.0_rvol2.0_kraftig + alm,,enr_hi,6.031337766822656
gitter,IS,long,z2.5_rvol1.25_kun kraftig,,n_signaler,73.0
gitter,IS,long,z2.5_rvol1.25_kun kraftig,,retning_hit,1.0
gitter,IS,long,z2.5_rvol1.25_kun kraftig,,K,73.0
gitter,IS,long,z2.5_rvol1.25_kun kraftig,,kontrol_hits,128.0
gitter,IS,long,z2.5_rvol1.25_kun kraftig,,enrichment,4.644920577242525
gitter,IS,long,z2.5_rvol1.25_kun kraftig,,enr_lo,3.4990699090408763
gitter,IS,long,z2.5_rvol1.25_kun kraftig,,enr_hi,6.166006318749142
gitter,IS,long,z2.5_rvol1.25_kraftig + alm,,n_signaler,83.0
gitter,IS,long,z2.5_rvol1.25_kraftig + alm,,retning_hit,1.0
gitter,IS,long,z2.5_rvol1.25_kraftig + alm,,K,83.0
gitter,IS,long,z2.5_rvol1.25_kraftig + alm,,kontrol_hits,164.0
gitter,IS,long,z2.5_rvol1.25_kraftig + alm,,enrichment,4.1219208329957056
gitter,IS,long,z2.5_rvol1.25_kraftig + alm,,enr_lo,3.1799397442407504
gitter,IS,long,z2.5_rvol1.25_kraftig + alm,,enr_hi,5.342941288197471
gitter,IS,long,z2.5_rvol1.5_kun kraftig,,n_signaler,70.0
gitter,IS,long,z2.5_rvol1.5_kun kraftig,,retning_hit,1.0
gitter,IS,long,z2.5_rvol1.5_kun kraftig,,K,70.0
gitter,IS,long,z2.5_rvol1.5_kun kraftig,,kontrol_hits,121.0
gitter,IS,long,z2.5_rvol1.5_kun kraftig,,enrichment,4.711704785700557
gitter,IS,long,z2.5_rvol1.5_kun kraftig,,enr_lo,3.5247625094993063
gitter,IS,long,z2.5_rvol1.5_kun kraftig,,enr_hi,6.298342633798348
gitter,IS,long,z2.5_rvol1.5_kraftig + alm,,n_signaler,79.0
gitter,IS,long,z2.5_rvol1.5_kraftig + alm,,retning_hit,1.0
gitter,IS,long,z2.5_rvol1.5_kraftig + alm,,K,79.0
gitter,IS,long,z2.5_rvol1.5_kraftig + alm,,kontrol_hits,152.0
gitter,IS,long,z2.5_rvol1.5_kraftig + alm,,enrichment,4.233006207378912
gitter,IS,long,z2.5_rvol1.5_kraftig + alm,,enr_lo,3.2397551905662745
gitter,IS,long,z2.5_rvol1.5_kraftig + alm,,enr_hi,5.530770227295002
gitter,IS,long,z2.5_rvol2.0_kun kraftig,,n_signaler,62.0
gitter,IS,long,z2.5_rvol2.0_kun kraftig,,retning_hit,1.0
gitter,IS,long,z2.5_rvol2.0_kun kraftig,,K,62.0
gitter,IS,long,z2.5_rvol2.0_kun kraftig,,kontrol_hits,101.0
gitter,IS,long,z2.5_rvol2.0_kun kraftig,,enrichment,4.999605276142232
gitter,IS,long,z2.5_rvol2.0_kun kraftig,,enr_lo,3.658089096754374
gitter,IS,long,z2.5_rvol2.0_kun kraftig,,enr_hi,6.83309024359382
gitter,IS,long,z2.5_rvol2.0_kraftig + alm,,n_signaler,70.0
gitter,IS,long,z2.5_rvol2.0_kraftig + alm,,retning_hit,1.0
gitter,IS,long,z2.5_rvol2.0_kraftig + alm,,K,70.0
gitter,IS,long,z2.5_rvol2.0_kraftig + alm,,kontrol_hits,128.0
gitter,IS,long,z2.5_rvol2.0_kraftig + alm,,enrichment,4.454033430232558
gitter,IS,long,z2.5_rvol2.0_kraftig + alm,,enr_lo,3.3420350431689303
gitter,IS,long,z2.5_rvol2.0_kraftig + alm,,enr_hi,5.9360280611595115
gitter,IS,short,z1.5_rvol1.25_kun kraftig,,n_signaler,136.0
gitter,IS,short,z1.5_rvol1.25_kun kraftig,,retning_hit,0.9852941176470589
gitter,IS,short,z1.5_rvol1.25_kun kraftig,,K,134.0
gitter,IS,short,z1.5_rvol1.25_kun kraftig,,kontrol_hits,306.0
gitter,IS,short,z1.5_rvol1.25_kun kraftig,,enrichment,3.6954653347282687
gitter,IS,short,z1.5_rvol1.25_kun kraftig,,enr_lo,3.035087654423644
gitter,IS,short,z1.5_rvol1.25_kun kraftig,,enr_hi,4.499528710570848
gitter,IS,short,z1.5_rvol1.25_kraftig + alm,,n_signaler,167.0
gitter,IS,short,z1.5_rvol1.25_kraftig + alm,,retning_hit,0.9700598802395209
gitter,IS,short,z1.5_rvol1.25_kraftig + alm,,K,162.0
gitter,IS,short,z1.5_rvol1.25_kraftig + alm,,kontrol_hits,405.0
gitter,IS,short,z1.5_rvol1.25_kraftig + alm,,enrichment,3.3755593803786574
gitter,IS,short,z1.5_rvol1.25_kraftig + alm,,enr_lo,2.832766019040351
gitter,IS,short,z1.5_rvol1.25_kraftig + alm,,enr_hi,4.022358731316044
gitter,IS,short,z1.5_rvol1.5_kun kraftig,,n_signaler,111.0
gitter,IS,short,z1.5_rvol1.5_kun kraftig,,retning_hit,0.9819819819819819
gitter,IS,short,z1.5_rvol1.5_kun kraftig,,K,109.0
gitter,IS,short,z1.5_rvol1.5_kun kraftig,,kontrol_hits,225.0
gitter,IS,short,z1.5_rvol1.5_kun kraftig,,enrichment,4.08817747179193
gitter,IS,short,z1.5_rvol1.5_kun kraftig,,enr_lo,3.270118922003867
gitter,IS,short,z1.5_rvol1.5_kun kraftig,,enr_hi,5.1108829493655
gitter,IS,short,z1.5_rvol1.5_kraftig + alm,,n_signaler,135.0
gitter,IS,short,z1.5_rvol1.5_kraftig + alm,,retning_hit,0.9703703703703703
gitter,IS,short,z1.5_rvol1.5_kraftig + alm,,K,131.0
gitter,IS,short,z1.5_rvol1.5_kraftig + alm,,kontrol_hits,306.0
