side,entry_tid,entry_pris,exit_tid,exit_pris,exit_aarsag,bars,kontrakter,ben,kontrakt_periode,rvol_entry,z_entry,atr_entry,stop_variant,hale_ben,point,brutto,omkostning,netto
short,2024-06-28 14:30:00+00:00,5577.5,2024-06-28 14:45:00+00:00,5563.841666666666,target,1,1.0,hoved,kontrakt 0,3.8495890650367244,2.446674958612047,6.250723670312681,z,False,13.658333333333758,68.29166666666879,4.5,63.79166666666879
long,2024-07-01 15:00:00+00:00,5513.25,2024-07-01 16:00:00+00:00,5528.316666666667,target,4,1.0,hoved,kontrakt 0,2.88814450446463,-2.2376462986289902,8.5431175844232,z,False,15.066666666666606,75.33333333333303,4.5,70.83333333333303
long,2024-07-02 02:45:00+00:00,5520.75,2024-07-02 07:00:00+00:00,5515.322458341305,stop,17,1.0,hoved,kontrakt 0,1.521138211382114,-2.011356328049553,3.4701806924029808,z,False,-5.427541658695191,-27.137708293475953,4.5,-31.637708293475953
long,2024-07-02 07:30:00+00:00,5513.25,2024-07-02 07:30:00+00:00,5512.215719738729,stop,0,1.0,hoved,kontrakt 0,3.6767576392092844,-3.159593237575894,3.165920587836076,z,False,-1.0342802612713058,-5.171401306356529,4.5,-9.671401306356529
short,2024-07-02 14:00:00+00:00,5530.5,2024-07-02 14:00:00+00:00,5533.811869593183,stop,0,1.0,hoved,kontrakt 0,6.020161346699663,2.9234077315397866,5.518618878072524,z,False,-3.311869593182564,-16.55934796591282,4.5,-21.05934796591282
short,2024-07-02 14:15:00+00:00,5528.75,2024-07-02 14:30:00+00:00,5535.446470133384,stop,1,1.0,hoved,kontrakt 0,5.727583638271612,2.4524328090073926,6.017288958210202,z,False,-6.696470133383627,-33.48235066691814,4.5,-37.98235066691814
short,2024-07-02 14:45:00+00:00,5532.0,2024-07-02 15:30:00+00:00,5541.449232445287,stop,3,1.0,hoved,kontrakt 0,2.597625250801066,2.2895397498881676,6.133529764987369,z,False,-9.449232445286725,-47.246162226433626,4.5,-51.746162226433626
short,2024-07-03 07:45:00+00:00,5566.5,2024-07-03 08:30:00+00:00,5568.947835828198,stop,3,1.0,hoved,kontrakt 0,2.155787922059975,2.015310896272997,2.1640920045902856,z,False,-2.44783582819764,-12.239179140988199,4.5,-16.7391791409882
short,2024-07-03 09:00:00+00:00,5569.25,2024-07-03 12:00:00+00:00,5564.216666666666,target,12,1.0,hoved,kontrakt 0,2.173230757453975,2.340733646316745,2.4872355318102968,z,False,5.033333333333758,25.16666666666879,4.5,20.66666666666879
short,2024-07-03 14:00:00+00:00,5574.0,2024-07-03 14:00:00+00:00,5578.44928676344,stop,0,1.0,hoved,kontrakt 0,5.552976397084345,2.096981589543676,3.350369618161897,z,False,-4.449286763439886,-22.24643381719943,4.5,-26.74643381719943
short,2024-07-03 14:15:00+00:00,5576.0,2024-07-03 15:15:00+00:00,5579.924720889549,stop,4,1.0,hoved,kontrakt 0,7.1244889082209655,2.373260073959504,4.02177178829319,z,False,-3.924720889548553,-19.623604447742764,4.5,-24.123604447742764
long,2024-07-04 14:15:00+00:00,5586.75,2024-07-04 14:15:00+00:00,5586.106379440293,stop,0,1.0,hoved,kontrakt 0,3.462045201175636,-3.195322211792472,2.001811136518405,z,False,-0.6436205597074149,-3.2181027985370747,4.5,-7.718102798537075
short,2024-07-05 06:45:00+00:00,5598.0,2024-07-05 08:30:00+00:00,5592.525,target,7,1.0,hoved,kontrakt 0,1.9926310248890893,2.593634962841098,1.5849822205740396,z,False,5.475000000000364,27.37500000000182,4.5,22.87500000000182
short,2024-07-08 08:00:00+00:00,5618.25,2024-07-08 08:00:00+00:00,5618.670193746456,stop,0,1.0,hoved,kontrakt 0,1.7420736932305056,3.0264630484879302,2.069438871980775,z,False,-0.4201937464558796,-2.100968732279398,4.5,-6.600968732279398
short,2024-07-08 08:15:00+00:00,5618.5,2024-07-08 08:30:00+00:00,5619.667039966446,stop,1,1.0,hoved,kontrakt 0,1.9157516470353364,2.7917267946248816,2.046621809696434,z,False,-1.167039966446282,-5.83519983223141,4.5,-10.33519983223141
short,2024-07-08 13:15:00+00:00,5628.25,2024-07-08 13:30:00+00:00,5634.042154682638,stop,1,1.0,hoved,kontrakt 0,2.5885408861581496,2.072766375044038,2.0110189127136997,z,False,-5.792154682638284,-28.96077341319142,4.5,-33.46077341319142
short,2024-07-08 13:45:00+00:00,5633.5,2024-07-08 13:45:00+00:00,5636.9923431274465,stop,0,1.0,hoved,kontrakt 0,18.18942596870505,2.755847941772826,2.472511205350078,z,False,-3.4923431274464747,-17.461715637232373,4.5,-21.961715637232373
short,2024-07-10 12:00:00+00:00,5644.0,2024-07-10 14:00:00+00:00,5648.211657161285,stop,8,1.0,hoved,kontrakt 0,2.215937784062216,2.2231864702383115,1.7909084572873262,z,False,-4.211657161285075,-21.058285806425374,4.5,-25.558285806425374
short,2024-07-10 20:00:00+00:00,5686.25,2024-07-11 02:00:00+00:00,5684.0,tid,20,1.0,hoved,kontrakt 0,4.090965228423546,2.1262259820090783,4.837920653004153,z,False,2.25,11.25,4.5,6.75
long,2024-07-11 15:15:00+00:00,5660.75,2024-07-11 15:15:00+00:00,5651.972589191186,stop,0,1.0,hoved,kontrakt 0,2.040495324162782,-2.451888164904231,8.026362697315433,z,False,-8.777410808814238,-43.88705404407119,4.5,-48.38705404407119
long,2024-07-11 15:45:00+00:00,5643.0,2024-07-11 16:00:00+00:00,5635.203410752929,stop,1,1.0,hoved,kontrakt 0,1.9545361328895268,-2.8510305106144034,8.988292325746471,z,False,-7.796589247071097,-38.982946235355485,4.5,-43.482946235355485
short,2024-07-12 14:30:00+00:00,5668.25,2024-07-12 14:30:00+00:00,5669.653687958747,stop,0,1.0,hoved,kontrakt 0,3.5571546019161424,3.30252544411675,6.559116634207539,z,False,-1.4036879587465592,-7.018439793732796,4.5,-11.518439793732796
short,2024-07-12 15:15:00+00:00,5686.25,2024-07-12 17:30:00+00:00,5695.765851214885,stop,9,1.0,hoved,kontrakt 0,1.649230462497854,2.7850219188068537,7.0260128445167505,z,False,-9.515851214884606,-47.57925607442303,4.5,-52.07925607442303
short,2024-07-15 07:45:00+00:00,5682.75,2024-07-15 08:00:00+00:00,5686.405876007011,stop,1,1.0,hoved,kontrakt 0,2.5207347478756423,2.1850550746592874,2.260001624426055,z,False,-3.655876007011102,-18.27938003505551,4.5,-22.77938003505551
short,2024-07-15 08:15:00+00:00,5686.0,2024-07-15 08:45:00+00:00,5688.9098056504945,stop,2,1.0,hoved,kontrakt 0,3.4642593637428933,2.5356482606004866,2.3326034414694043,z,False,-2.9098056504944907,-14.549028252472453,4.5,-19.049028252472453
short,2024-07-15 14:45:00+00:00,5702.25,2024-07-15 14:45:00+00:00,5702.509371738858,stop,0,1.0,hoved,kontrakt 0,2.7103960396039604,3.4975674739143203,4.629696403512473,z,False,-0.25937173885813536,-1.2968586942906768,4.5,-5.796858694290677
short,2024-07-15 15:30:00+00:00,5707.5,2024-07-15 16:15:00+00:00,5691.716666666666,target,3,1.0,hoved,kontrakt 0,2.115221059917849,2.26056171403111,5.65586479537788,z,False,15.783333333333758,78.91666666666879,4.5,74.41666666666879
long,2024-07-16 07:30:00+00:00,5685.75,2024-07-16 07:45:00+00:00,5681.276506766246,stop,1,1.0,hoved,kontrakt 0,2.588561453948044,-2.025242051507531,2.9124423352880466,z,False,-4.473493233754198,-22.36746616877099,4.5,-26.86746616877099
long,2024-07-16 08:15:00+00:00,5675.25,2024-07-16 10:15:00+00:00,5690.125,target,8,1.0,hoved,kontrakt 0,4.254827792156082,-3.2576039620070047,3.437731709412478,z,False,14.875,74.375,4.5,69.875
short,2024-07-16 13:45:00+00:00,5700.5,2024-07-16 15:00:00+00:00,5708.668519803508,stop,5,1.0,hoved,kontrakt 0,15.865964786893358,2.05636697120157,4.589971455538297,z,False,-8.168519803508389,-40.84259901754194,4.5,-45.34259901754194
long,2024-07-17 06:45:00+00:00,5691.5,2024-07-17 07:00:00+00:00,5688.7106271594075,stop,1,1.0,hoved,kontrakt 0,2.741408518877057,-3.0493617932704087,3.5793749291856845,z,False,-2.7893728405924776,-13.946864202962388,4.5,-18.446864202962388
long,2024-07-17 07:15:00+00:00,5687.25,2024-07-17 07:45:00+00:00,5681.766158804418,stop,2,1.0,hoved,kontrakt 0,5.091571333299133,-2.700741920815263,3.9817059338386773,z,False,-5.48384119558159,-27.41920597790795,4.5,-31.91920597790795
long,2024-07-17 08:30:00+00:00,5670.5,2024-07-17 11:30:00+00:00,5657.940803060016,stop,12,1.0,hoved,kontrakt 0,2.124664879356568,-2.5060065940251173,4.794416093913183,z,False,-12.559196939983849,-62.795984699919245,4.5,-67.29598469991925
short,2024-07-18 06:30:00+00:00,5656.75,2024-07-18 06:30:00+00:00,5657.713442050449,stop,0,1.0,hoved,kontrakt 0,5.620460722719779,2.863430731361981,3.116029153075667,z,False,-0.9634420504489754,-4.817210252244877,4.5,-9.317210252244877
short,2024-07-18 07:00:00+00:00,5661.75,2024-07-18 07:15:00+00:00,5651.916666666667,target,1,1.0,hoved,kontrakt 0,1.71360571201904,2.978634956475465,3.3168822799478965,z,False,9.83333333333303,49.16666666666515,4.5,44.66666666666515
long,2024-07-18 15:00:00+00:00,5635.5,2024-07-18 15:00:00+00:00,5626.537092745154,stop,0,1.0,hoved,kontrakt 0,4.289361561033837,-2.1230089359619018,8.893339464370518,z,False,-8.962907254845959,-44.814536274229795,4.5,-49.314536274229795
long,2024-07-18 15:45:00+00:00,5602.5,2024-07-18 15:45:00+00:00,5595.036626470928,stop,0,1.0,hoved,kontrakt 0,2.1660709134922578,-2.989843663241037,10.315476240241264,z,False,-7.4633735290717595,-37.3168676453588,4.5,-41.8168676453588
long,2024-07-18 16:00:00+00:00,5595.75,2024-07-18 18:30:00+00:00,5584.577779237507,stop,10,1.0,hoved,kontrakt 0,1.615222743385249,-2.8426634263386616,10.435799365938317,z,False,-11.172220762493453,-55.86110381246726,4.5,-60.36110381246726
long,2024-07-19 15:45:00+00:00,5557.0,2024-07-19 17:15:00+00:00,5545.449592646366,stop,6,1.0,hoved,kontrakt 0,1.7189060511950527,-2.5111486929239053,10.671130774303885,z,False,-11.550407353634,-57.75203676817,4.5,-62.25203676817
long,2024-07-23 06:30:00+00:00,5594.25,2024-07-23 07:15:00+00:00,5591.194237820845,stop,3,1.0,hoved,kontrakt 0,2.292918581359727,-2.5340721285303456,3.4353409210119756,z,False,-3.0557621791549536,-15.278810895774768,4.5,-19.778810895774768
long,2024-07-24 04:30:00+00:00,5562.5,2024-07-24 09:30:00+00:00,5556.5,tid,20,1.0,hoved,kontrakt 0,3.8697287976171815,-2.073222466677285,4.732262840795761,z,False,-6.0,-30.0,4.5,-34.5
long,2024-07-24 12:30:00+00:00,5548.75,2024-07-24 12:45:00+00:00,5543.537473914034,stop,1,1.0,hoved,kontrakt 0,2.3144511361322047,-2.496263995138544,5.413673376036888,z,False,-5.212526085965692,-26.06263042982846,4.5,-30.56263042982846
long,2024-07-24 13:00:00+00:00,5546.0,2024-07-24 13:30:00+00:00,5539.42877183264,stop,2,1.0,hoved,kontrakt 0,1.8502004571171644,-2.347897623216615,5.317146941582828,z,False,-6.57122816735955,-32.85614083679775,4.5,-37.35614083679775
long,2024-07-24 15:15:00+00:00,5509.25,2024-07-24 18:30:00+00:00,5489.301936208623,stop,13,1.0,hoved,kontrakt 0,1.7193833673482486,-2.321780041877627,7.4929286576031995,z,False,-19.948063791376626,-99.74031895688313,4.5,-104.24031895688313
long,2024-07-25 14:15:00+00:00,5440.0,2024-07-25 14:15:00+00:00,5464.883333333333,target,0,1.0,hoved,kontrakt 0,8.089402578192857,-3.0111514458953996,11.101261096238108,z,False,24.883333333333212,124.41666666666606,4.5,119.91666666666606
short,2024-07-25 15:30:00+00:00,5490.0,2024-07-25 16:00:00+00:00,5505.969147706032,stop,2,1.0,hoved,kontrakt 0,1.8113473638533304,2.098678660894754,13.498300161773248,z,False,-15.969147706032345,-79.84573853016173,4.5,-84.34573853016173
short,2024-07-26 08:30:00+00:00,5479.5,2024-07-26 08:45:00+00:00,5483.422851026594,stop,1,1.0,hoved,kontrakt 0,1.5653119149707109,2.706876941532777,5.431605467765528,z,False,-3.9228510265938894,-19.614255132969447,4.5,-24.114255132969447
long,2024-07-29 07:30:00+00:00,5516.0,2024-07-29 07:30:00+00:00,5514.659207653145,stop,0,1.0,hoved,kontrakt 0,4.260992907801419,-2.92354834590445,4.153647435553259,z,False,-1.3407923468548688,-6.703961734274344,4.5,-11.203961734274344
long,2024-07-29 15:45:00+00:00,5491.75,2024-07-29 16:00:00+00:00,5514.058333333333,target,1,1.0,hoved,kontrakt 0,1.7502261318676766,-2.2914171490588617,9.390376190422009,z,False,22.308333333333394,111.54166666666697,4.5,107.04166666666697
short,2024-07-30 07:45:00+00:00,5513.5,2024-07-30 12:45:00+00:00,5512.5,tid,20,1.0,hoved,kontrakt 0,1.6776032834426995,2.2963466714668708,4.612954691485673,z,False,1.0,5.0,4.5,0.5
short,2024-07-30 13:45:00+00:00,5520.25,2024-07-30 14:00:00+00:00,5511.016666666666,target,1,1.0,hoved,kontrakt 0,27.99745828528394,2.187391196687796,4.705769900053971,z,False,9.233333333333576,46.16666666666788,4.5,41.66666666666788
long,2024-07-30 14:45:00+00:00,5498.25,2024-07-30 14:45:00+00:00,5496.8101983888855,stop,0,1.0,hoved,kontrakt 0,4.624707051390217,-3.1563672818402875,6.706612976765969,z,False,-1.4398016111144898,-7.199008055572449,4.5,-11.699008055572449
long,2024-07-30 15:30:00+00:00,5474.5,2024-07-30 15:30:00+00:00,5470.134400065347,stop,0,1.0,hoved,kontrakt 0,1.5283431304046822,-3.0991247731248532,8.71088874269491,z,False,-4.3655999346528915,-21.827999673264458,4.5,-26.327999673264458
short,2024-07-31 06:00:00+00:00,5512.5,2024-07-31 08:30:00+00:00,5522.869458361461,stop,10,1.0,hoved,kontrakt 0,2.331872026863166,2.4464163577280504,5.713473463807819,z,False,-10.369458361460602,-51.84729180730301,4.5,-56.34729180730301
short,2024-07-31 14:30:00+00:00,5556.75,2024-07-31 14:30:00+00:00,5565.486594636485,stop,0,1.0,hoved,kontrakt 0,3.552341156846557,2.662701491279796,7.397083035608414,z,False,-8.736594636485279,-43.682973182426394,4.5,-48.182973182426394
short,2024-07-31 14:45:00+00:00,5560.0,2024-07-31 15:30:00+00:00,5570.885666290907,stop,3,1.0,hoved,kontrakt 0,2.9204149751917003,2.558542776645477,7.618719961636385,z,False,-10.885666290906556,-54.42833145453278,4.5,-58.92833145453278
long,2024-08-01 08:30:00+00:00,5566.25,2024-08-01 08:30:00+00:00,5558.639624440011,stop,0,1.0,hoved,kontrakt 0,2.68174266496766,-2.5337227470034693,7.168950603240981,z,False,-7.6103755599888245,-38.05187779994412,4.5,-42.55187779994412
long,2024-08-01 15:00:00+00:00,5526.25,2024-08-01 15:00:00+00:00,5522.274664438415,stop,0,1.0,hoved,kontrakt 0,3.3695507197307806,-3.231743230420053,11.765175239222216,z,False,-3.9753355615848704,-19.876677807924352,4.5,-24.376677807924352
long,2024-08-01 15:15:00+00:00,5514.75,2024-08-01 15:30:00+00:00,5508.326068034785,stop,1,1.0,hoved,kontrakt 0,2.7840338001544707,-3.1462440324856487,12.156948436420631,z,False,-6.423931965215161,-32.119659826075804,4.5,-36.619659826075804
long,2024-08-02 02:45:00+00:00,5434.5,2024-08-02 06:30:00+00:00,5425.421891070849,stop,15,1.0,hoved,kontrakt 0,1.6389443125833325,-2.5395213929920146,11.986583139508639,z,False,-9.078108929151313,-45.39054464575656,4.5,-49.89054464575656
long,2024-08-02 14:30:00+00:00,5351.25,2024-08-02 14:30:00+00:00,5340.907083807915,stop,0,1.0,hoved,kontrakt 0,3.667626117254961,-2.990386158186075,18.042679552102033,z,False,-10.342916192084886,-51.71458096042443,4.5,-56.21458096042443
long,2024-08-02 14:45:00+00:00,5343.25,2024-08-02 19:45:00+00:00,5376.5,tid,20,1.0,hoved,kontrakt 0,2.5480695533946935,-2.8005087305658094,18.39677386980903,z,False,33.25,166.25,4.5,161.75
long,2024-08-05 05:45:00+00:00,5256.75,2024-08-05 05:45:00+00:00,5234.44166415918,stop,0,1.0,hoved,kontrakt 0,3.8330291922260473,-2.3729098142662095,12.319902852456208,z,False,-22.30833584082029,-111.54167920410146,4.5,-116.04167920410146
long,2024-08-05 06:00:00+00:00,5221.5,2024-08-05 06:00:00+00:00,5216.618944136507,stop,0,1.0,hoved,kontrakt 0,4.246102155611763,-3.305237139215772,15.20776693442362,z,False,-4.881055863493202,-24.40527931746601,4.5,-28.90527931746601
long,2024-08-05 06:15:00+00:00,5218.75,2024-08-05 06:15:00+00:00,5202.28502093849,stop,0,1.0,hoved,kontrakt 0,1.7643452672878863,-2.883707689795554,16.282212153393363,z,False,-16.46497906151035,-82.32489530755174,4.5,-86.82489530755174
long,2024-08-05 12:45:00+00:00,5156.5,2024-08-05 14:00:00+00:00,5226.275,target,5,1.0,hoved,kontrakt 0,2.7390863388616085,-2.3878558855338974,25.81479185367399,z,False,69.77499999999964,348.8749999999982,4.5,344.3749999999982
short,2024-08-06 15:00:00+00:00,5297.5,2024-08-06 16:15:00+00:00,5311.98526233741,stop,5,1.0,hoved,kontrakt 0,2.124727814164852,2.579625649463544,18.634206978856596,z,False,-14.48526233740995,-72.42631168704975,4.5,-76.92631168704975
long,2024-08-08 07:45:00+00:00,5203.5,2024-08-08 08:45:00+00:00,5223.441666666667,target,4,1.0,hoved,kontrakt 0,2.135461334114251,-2.2173987294117308,11.620329444333445,z,False,19.941666666666606,99.70833333333303,4.5,95.20833333333303
short,2024-08-08 13:00:00+00:00,5265.75,2024-08-08 13:15:00+00:00,5275.608773838718,stop,1,1.0,hoved,kontrakt 0,2.8412493223802175,2.8157697270899353,12.408442103149214,z,False,-9.858773838717752,-49.29386919358876,4.5,-53.79386919358876
short,2024-08-08 13:30:00+00:00,5280.5,2024-08-08 14:00:00+00:00,5297.019699009139,stop,2,1.0,hoved,kontrakt 0,2.9869477546206986,2.6620810771761105,12.472075078735804,z,False,-16.519699009139003,-82.59849504569502,4.5,-87.09849504569502
short,2024-08-08 14:45:00+00:00,5314.25,2024-08-08 19:45:00+00:00,5348.25,tid,20,1.0,hoved,kontrakt 0,1.9807636956730308,2.167495594471203,14.656357232494376,z,False,-34.0,-170.0,4.5,-174.5
long,2024-08-09 05:15:00+00:00,5336.75,2024-08-09 06:30:00+00:00,5350.016666666666,target,5,1.0,hoved,kontrakt 0,1.8762107402585029,-2.199062844685234,8.084718412254912,z,False,13.266666666666424,66.33333333333212,4.5,61.83333333333212
long,2024-08-09 12:45:00+00:00,5330.5,2024-08-09 14:00:00+00:00,5352.491666666667,target,5,1.0,hoved,kontrakt 0,4.100422089342244,-2.1505028664653,9.043772472916896,z,False,21.991666666666788,109.95833333333394,4.5,105.45833333333394
short,2024-08-12 08:00:00+00:00,5381.5,2024-08-12 09:00:00+00:00,5370.825,target,4,1.0,hoved,kontrakt 0,1.9257749963615194,2.8566973275428134,5.398197625409774,z,False,10.675000000000182,53.37500000000091,4.5,48.87500000000091
short,2024-08-12 11:30:00+00:00,5384.5,2024-08-12 13:30:00+00:00,5375.1,target,8,1.0,hoved,kontrakt 0,1.838410957657391,2.10221049300239,4.92757420347866,z,False,9.399999999999636,46.99999999999818,4.5,42.49999999999818
long,2024-08-12 14:00:00+00:00,5352.5,2024-08-12 14:00:00+00:00,5351.4755544061145,stop,0,1.0,hoved,kontrakt 0,11.403691483682383,-3.3599360456674745,7.285395303854161,z,False,-1.0244455938855026,-5.122227969427513,4.5,-9.622227969427513
short,2024-08-13 03:15:00+00:00,5378.0,2024-08-13 06:15:00+00:00,5383.290882963716,stop,12,1.0,hoved,kontrakt 0,1.5747385687922903,2.016481734794448,4.817445802462177,z,False,-5.290882963716285,-26.454414818581427,4.5,-30.954414818581427
short,2024-08-13 07:15:00+00:00,5395.5,2024-08-13 07:15:00+00:00,5397.347138348489,stop,0,1.0,hoved,kontrakt 0,4.151753758052971,3.221736349399751,4.266886343729559,z,False,-1.8471383484893522,-9.235691742446761,4.5,-13.735691742446761
short,2024-08-13 07:30:00+00:00,5396.75,2024-08-13 10:15:00+00:00,5378.066666666667,target,11,1.0,hoved,kontrakt 0,4.075764334488556,2.8102476425386893,4.479965890606019,z,False,18.683333333333394,93.41666666666697,4.5,88.91666666666697
short,2024-08-13 14:00:00+00:00,5416.25,2024-08-13 15:15:00+00:00,5426.333784532752,stop,5,1.0,hoved,kontrakt 0,7.271435749060101,2.4766248304168235,8.257936781666205,z,False,-10.083784532752361,-50.418922663761805,4.5,-54.918922663761805
short,2024-08-14 15:45:00+00:00,5472.75,2024-08-14 15:45:00+00:00,5478.240364538096,stop,0,1.0,hoved,kontrakt 0,1.5586694512828292,2.430370945572038,8.259299227141403,z,False,-5.490364538096401,-27.451822690482004,4.5,-31.951822690482004
short,2024-08-15 13:15:00+00:00,5528.5,2024-08-15 13:15:00+00:00,5533.338205809583,stop,0,1.0,hoved,kontrakt 0,2.3312312622764395,3.0931438399870825,7.162862048268019,z,False,-4.838205809583087,-24.191029047915436,4.5,-28.691029047915436
short,2024-08-15 13:45:00+00:00,5530.5,2024-08-15 14:45:00+00:00,5549.442534181849,stop,4,1.0,hoved,kontrakt 0,9.44082234122848,2.334323368891491,7.784559623251507,z,False,-18.942534181848714,-94.71267090924357,4.5,-99.21267090924357
long,2024-08-16 10:30:00+00:00,5564.25,2024-08-16 10:30:00+00:00,5560.70704334392,stop,0,1.0,hoved,kontrakt 0,1.8949057360609707,-2.7204503256740056,3.933136880291353,z,False,-3.5429566560796957,-17.71478328039848,4.5,-22.21478328039848
long,2024-08-16 12:30:00+00:00,5551.25,2024-08-16 12:30:00+00:00,5540.6447340612585,stop,0,1.0,hoved,kontrakt 0,2.2415992556017468,-2.2832123522497887,4.447805494094785,z,False,-10.605265938741468,-53.02632969370734,4.5,-57.52632969370734
long,2024-08-16 12:45:00+00:00,5542.0,2024-08-16 14:15:00+00:00,5570.008333333333,target,6,1.0,hoved,kontrakt 0,5.037776352839499,-2.771626270164111,5.058676530230873,z,False,28.008333333333212,140.04166666666606,4.5,135.54166666666606
long,2024-08-19 06:30:00+00:00,5571.75,2024-08-19 08:00:00+00:00,5566.671904469973,stop,6,1.0,hoved,kontrakt 0,1.5693303726691457,-2.4869720571964433,4.167429720286523,z,False,-5.078095530026985,-25.390477650134926,4.5,-29.890477650134926
short,2024-08-19 13:15:00+00:00,5585.5,2024-08-19 14:00:00+00:00,5591.021237980466,stop,3,1.0,hoved,kontrakt 0,2.2373633338615115,2.0925028181900487,3.997660095269886,z,False,-5.52123798046614,-27.606189902330698,4.5,-32.1061899023307
long,2024-08-20 13:15:00+00:00,5627.75,2024-08-20 13:30:00+00:00,5633.941666666667,target,1,1.0,hoved,kontrakt 0,3.287376820540961,-2.2871721184581806,3.1811647078185303,z,False,6.191666666666606,30.95833333333303,4.5,26.45833333333303
short,2024-08-22 11:30:00+00:00,5653.5,2024-08-22 13:30:00+00:00,5660.281548671148,stop,8,1.0,hoved,kontrakt 0,1.8120243531202436,2.0786550354402125,2.8655264522621855,z,False,-6.7815486711479025,-33.90774335573951,4.5,-38.40774335573951
short,2024-08-22 13:45:00+00:00,5660.5,2024-08-22 13:45:00+00:00,5666.174954226533,stop,0,1.0,hoved,kontrakt 0,13.45159790047173,2.3489883915637657,4.313312389190865,z,False,-5.674954226533373,-28.374771132666865,4.5,-32.874771132666865
long,2024-08-22 16:00:00+00:00,5610.0,2024-08-22 17:00:00+00:00,5602.8329234161765,stop,4,1.0,hoved,kontrakt 0,2.408833299012454,-2.9091966430708514,8.941608537523056,z,False,-7.167076583823473,-35.835382919117365,4.5,-40.335382919117365
short,2024-08-23 10:15:00+00:00,5620.25,2024-08-23 10:30:00+00:00,5624.4660534790455,stop,1,1.0,hoved,kontrakt 0,1.593015653244106,2.221537579678561,2.8574497495735334,z,False,-4.216053479045513,-21.080267395227565,4.5,-25.580267395227565
short,2024-08-23 14:45:00+00:00,5649.0,2024-08-23 14:45:00+00:00,5624.283333333334,target,0,1.0,hoved,kontrakt 0,4.896692607003891,2.279738736283728,8.400879094981995,z,False,24.716666666666242,123.58333333333121,4.5,119.08333333333121
long,2024-08-26 15:00:00+00:00,5640.5,2024-08-26 15:00:00+00:00,5636.079773525058,stop,0,1.0,hoved,kontrakt 0,2.1882491568810694,-2.771206318995749,6.607487613664058,z,False,-4.4202264749419555,-22.101132374709778,4.5,-26.601132374709778
long,2024-08-27 13:00:00+00:00,5620.75,2024-08-27 13:00:00+00:00,5617.234959190044,stop,0,1.0,hoved,kontrakt 0,4.120736746270747,-2.866062334393072,4.639457379170021,z,False,-3.51504080995619,-17.57520404978095,4.5,-22.07520404978095
long,2024-08-27 13:15:00+00:00,5616.25,2024-08-27 13:30:00+00:00,5612.79058940411,stop,1,1.0,hoved,kontrakt 0,5.895784283239305,-2.939208079244991,5.04021042351502,z,False,-3.459410595890404,-17.29705297945202,4.5,-21.79705297945202
short,2024-08-28 09:00:00+00:00,5649.5,2024-08-28 11:00:00+00:00,5643.65,target,8,1.0,hoved,kontrakt 0,2.037567653613499,2.525637418031126,2.642665641069611,z,False,5.850000000000364,29.25000000000182,4.5,24.75000000000182
long,2024-08-28 12:15:00+00:00,5636.5,2024-08-28 13:30:00+00:00,5635.236992526157,stop,5,1.0,hoved,kontrakt 0,2.637385297453346,-3.0544426661310715,2.962736450376686,z,False,-1.2630074738426629,-6.315037369213314,4.5,-10.815037369213314
short,2024-08-29 07:30:00+00:00,5607.25,2024-08-29 09:00:00+00:00,5617.3319255028855,stop,6,1.0,hoved,kontrakt 0,1.5406569196875626,2.1873471051610376,4.506005624100803,z,False,-10.081925502885497,-50.409627514427484,4.5,-54.909627514427484
short,2024-08-29 14:45:00+00:00,5649.0,2024-08-29 15:15:00+00:00,5657.979561543913,stop,2,1.0,hoved,kontrakt 0,2.5364981240644626,2.6286097308661223,8.798384728121263,z,False,-8.979561543913405,-44.89780771956703,4.5,-49.39780771956703
long,2024-08-29 18:45:00+00:00,5607.75,2024-08-30 00:45:00+00:00,5618.0,tid,20,1.0,hoved,kontrakt 0,2.371445932006199,-2.2043891805624916,10.760725975165531,z,False,10.25,51.25,4.5,46.75
long,2024-08-30 15:15:00+00:00,5625.25,2024-08-30 15:15:00+00:00,5619.4107678395685,stop,0,1.0,hoved,kontrakt 0,2.7509278546372378,-2.0186686027482623,8.461952950298882,z,False,-5.839232160431493,-29.196160802157465,4.5,-33.696160802157465
long,2024-08-30 15:30:00+00:00,5615.25,2024-08-30 15:30:00+00:00,5614.944728611031,stop,0,1.0,hoved,kontrakt 0,2.1468038031453687,-3.4376279664734146,8.732527739563247,z,False,-0.30527138896923134,-1.5263569448461567,4.5,-6.026356944846157
long,2024-08-30 16:45:00+00:00,5602.25,2024-08-30 18:30:00+00:00,5628.233333333334,target,7,1.0,hoved,kontrakt 0,1.6292349157708275,-2.619984100861824,9.928262632395834,z,False,25.983333333333576,129.91666666666788,4.5,125.41666666666788
long,2024-09-02 07:30:00+00:00,5639.75,2024-09-02 07:30:00+00:00,5639.737738539671,stop,0,1.0,hoved,kontrakt 0,3.4419541677159406,-3.4968298528267465,3.6572142274782586,z,False,-0.012261460328772955,-0.061307301643864776,4.5,-4.561307301643865
long,2024-09-02 07:45:00+00:00,5641.25,2024-09-02 08:30:00+00:00,5652.891666666666,target,3,1.0,hoved,kontrakt 0,2.2353263850795395,-2.6714182201736016,3.681698925515526,z,False,11.641666666666424,58.20833333333212,4.5,53.70833333333212
