datetime,close,high,low,open,volume
2025-04-14,4.900000095367432,5.0,4.599999904632568,4.900000095367432,2910930
2025-04-15,4.699999809265137,4.900000095367432,4.699999809265137,4.800000190734863,1982820
2025-04-16,4.800000190734863,5.199999809265137,4.599999904632568,4.699999809265137,3089680
2025-04-17,4.5,4.800000190734863,4.300000190734863,4.699999809265137,4427250
2025-04-21,4.5,4.599999904632568,4.400000095367432,4.400000095367432,1403560
2025-04-22,4.599999904632568,4.599999904632568,4.400000095367432,4.5,2187240
2025-04-23,4.400000095367432,4.900000095367432,4.400000095367432,4.800000190734863,2354720
2025-04-24,4.900000095367432,4.900000095367432,4.400000095367432,4.5,4015790
2025-04-25,4.900000095367432,5.099999904632568,4.800000190734863,5.0,3087730
2025-04-28,4.800000190734863,5.0,4.699999809265137,5.0,1556960
2025-04-29,4.900000095367432,5.199999809265137,4.699999809265137,4.800000190734863,2821430
2025-04-30,4.900000095367432,5.0,4.599999904632568,4.800000190734863,2766400
2025-05-01,4.900000095367432,5.0,4.800000190734863,4.900000095367432,1747810
2025-05-02,4.599999904632568,4.900000095367432,4.5,4.900000095367432,2244760
2025-05-05,4.400000095367432,4.599999904632568,4.400000095367432,4.599999904632568,2011730
2025-05-06,4.199999809265137,4.400000095367432,4.099999904632568,4.400000095367432,2387680
2025-05-07,4.300000190734863,4.400000095367432,4.199999809265137,4.199999809265137,1255610
2025-05-08,4.400000095367432,4.5,4.300000190734863,4.400000095367432,2222820
2025-05-09,4.300000190734863,4.5,4.199999809265137,4.400000095367432,1494260
2025-05-12,4.599999904632568,4.599999904632568,4.300000190734863,4.400000095367432,2689370
2025-05-13,4.5,4.699999809265137,4.400000095367432,4.599999904632568,2056250
2025-05-14,4.400000095367432,4.599999904632568,4.400000095367432,4.5,1261320
2025-05-15,4.400000095367432,4.400000095367432,4.199999809265137,4.400000095367432,2280440
2025-05-16,5.0,5.0,4.400000095367432,4.400000095367432,3831410
2025-05-19,4.5,4.900000095367432,4.5,4.800000190734863,2246360
2025-05-20,4.5,4.699999809265137,4.5,4.599999904632568,1898400
2025-05-21,4.300000190734863,4.699999809265137,4.300000190734863,4.5,3093300
2025-05-22,4.5,4.5,4.300000190734863,4.5,1593600
2025-05-23,4.400000095367432,4.400000095367432,4.300000190734863,4.400000095367432,1472520
2025-05-27,4.400000095367432,4.599999904632568,4.400000095367432,4.5,1594310
2025-05-28,4.5,4.699999809265137,4.5,4.5,2292440
2025-05-29,4.599999904632568,4.699999809265137,4.5,4.5,1676150
2025-05-30,4.300000190734863,4.699999809265137,4.300000190734863,4.599999904632568,2557700
2025-06-02,4.099999904632568,4.300000190734863,3.700000047683716,4.199999809265137,3493660
2025-06-03,4.0,4.199999809265137,3.799999952316284,4.099999904632568,6700650
2025-06-04,4.099999904632568,4.099999904632568,4.0,4.0,2982850
2025-06-05,3.9000000953674316,4.099999904632568,3.799999952316284,4.099999904632568,3274190
2025-06-06,4.099999904632568,4.099999904632568,3.9000000953674316,3.9000000953674316,2879580
2025-06-09,4.099999904632568,4.199999809265137,4.0,4.099999904632568,2820760
2025-06-10,4.199999809265137,4.199999809265137,4.0,4.099999904632568,2449890
2025-06-11,4.300000190734863,4.599999904632568,4.099999904632568,4.199999809265137,4535800
2025-06-12,4.199999809265137,4.300000190734863,4.099999904632568,4.300000190734863,1694160
2025-06-13,4.0,4.199999809265137,4.0,4.099999904632568,1123260
2025-06-16,4.199999809265137,4.300000190734863,4.099999904632568,4.099999904632568,1645630
2025-06-17,3.799999952316284,4.199999809265137,3.799999952316284,4.199999809265137,3216780
2025-06-18,3.799999952316284,3.9000000953674316,3.700000047683716,3.9000000953674316,5079090
2025-06-20,3.5999999046325684,3.9000000953674316,3.5999999046325684,3.9000000953674316,4344790
2025-06-23,3.5999999046325684,3.700000047683716,3.5,3.5999999046325684,2667370
2025-06-24,3.799999952316284,3.9000000953674316,3.700000047683716,3.700000047683716,2858910
2025-06-25,3.9000000953674316,4.0,3.799999952316284,3.799999952316284,1642810
2025-06-26,4.099999904632568,4.199999809265137,3.9000000953674316,4.0,1956040
2025-06-27,4.0,4.199999809265137,4.0,4.099999904632568,1283080
2025-06-30,4.099999904632568,4.199999809265137,3.9000000953674316,4.0,1780820
2025-07-01,4.199999809265137,4.300000190734863,4.099999904632568,4.099999904632568,1011740
2025-07-02,4.900000095367432,4.900000095367432,4.199999809265137,4.199999809265137,4114920
2025-07-03,5.400000095367432,5.5,4.599999904632568,4.900000095367432,4304420
2025-07-07,5.0,5.300000190734863,4.800000190734863,5.300000190734863,4785630
2025-07-08,5.900000095367432,6.0,4.900000095367432,5.099999904632568,9138610
2025-07-09,6.800000190734863,7.0,5.800000190734863,6.099999904632568,12563970
2025-07-10,6.400000095367432,6.800000190734863,6.199999809265137,6.699999809265137,5128720
2025-07-11,5.800000190734863,6.300000190734863,5.800000190734863,6.300000190734863,3547080
2025-07-14,6.599999904632568,6.599999904632568,5.800000190734863,5.800000190734863,3390200
2025-07-15,5.900000095367432,6.699999809265137,5.900000095367432,6.699999809265137,3744980
2025-07-16,6.0,6.199999809265137,5.900000095367432,6.0,2325490
2025-07-17,6.099999904632568,6.300000190734863,5.900000095367432,6.0,2047780
2025-07-18,6.199999809265137,6.599999904632568,6.099999904632568,6.099999904632568,2924380
2025-07-21,6.699999809265137,6.900000095367432,6.199999809265137,6.300000190734863,4158500
2025-07-22,7.900000095367432,7.900000095367432,6.900000095367432,7.0,9015640
2025-07-23,7.400000095367432,8.300000190734863,7.099999904632568,8.300000190734863,7104500
2025-07-24,7.0,7.400000095367432,7.0,7.300000190734863,3085650
2025-07-25,6.900000095367432,7.099999904632568,6.5,7.099999904632568,3997340
2025-07-28,7.0,7.099999904632568,6.699999809265137,6.900000095367432,3973120
2025-07-29,5.800000190734863,6.300000190734863,5.5,6.0,7147530
2025-07-30,6.099999904632568,6.199999809265137,5.800000190734863,5.900000095367432,3344130
2025-07-31,5.800000190734863,6.300000190734863,5.599999904632568,6.199999809265137,2994670
2025-08-01,5.699999809265137,6.199999809265137,5.5,5.599999904632568,2051420
2025-08-04,6.099999904632568,6.099999904632568,5.699999809265137,5.800000190734863,1893760
2025-08-05,6.400000095367432,6.400000095367432,6.0,6.099999904632568,2372520
2025-08-06,6.199999809265137,6.599999904632568,6.099999904632568,6.300000190734863,2193440
2025-08-07,6.5,6.5,6.199999809265137,6.300000190734863,1590670
2025-08-08,6.5,6.800000190734863,6.400000095367432,6.599999904632568,2882750
2025-08-11,9.199999809265137,9.199999809265137,7.199999809265137,7.900000095367432,26829680
2025-08-12,9.5,12.0,9.399999618530273,11.100000381469727,29022150
2025-08-13,12.5,12.5,9.600000381469727,9.600000381469727,19056480
2025-08-14,11.800000190734863,13.699999809265137,11.300000190734863,11.5,15511570
2025-08-15,10.300000190734863,12.5,10.199999809265137,12.199999809265137,9005110
2025-08-18,11.399999618530273,11.899999618530273,10.699999809265137,11.0,5737130
2025-08-19,10.600000381469727,11.399999618530273,10.199999809265137,11.300000190734863,4271150
2025-08-20,10.600000381469727,10.899999618530273,10.100000381469727,10.5,3718060
2025-08-21,11.100000381469727,11.399999618530273,10.300000190734863,10.399999618530273,4623990
2025-08-22,11.5,11.800000190734863,10.899999618530273,11.300000190734863,5163420
2025-08-25,13.899999618530273,14.100000381469727,12.300000190734863,12.5,15439550
2025-08-26,14.5,15.5,13.699999809265137,15.300000190734863,14411280
2025-08-27,13.699999809265137,14.600000381469727,13.5,14.399999618530273,7663890
2025-08-28,14.699999809265137,15.0,13.600000381469727,14.199999809265137,8619200
2025-08-29,13.800000190734863,14.600000381469727,13.600000381469727,14.399999618530273,5126240
2025-09-02,12.5,13.300000190734863,12.100000381469727,12.800000190734863,5497670
2025-09-03,11.899999618530273,12.800000190734863,11.5,12.600000381469727,5050940
2025-09-04,11.5,11.899999618530273,11.0,11.800000190734863,4280750
2025-09-05,11.899999618530273,12.199999809265137,11.399999618530273,11.600000381469727,4118990
2025-09-08,11.199999809265137,11.899999618530273,10.899999618530273,11.899999618530273,5561850
2025-09-09,11.399999618530273,11.699999809265137,10.899999618530273,11.0,4313560
2025-09-10,10.899999618530273,11.399999618530273,10.800000190734863,11.399999618530273,4006980
2025-09-11,10.600000381469727,11.100000381469727,10.300000190734863,10.600000381469727,5263830
2025-09-12,11.199999809265137,11.5,10.800000190734863,11.0,4675040
2025-09-15,11.800000190734863,11.899999618530273,11.100000381469727,11.199999809265137,3632410
2025-09-16,12.199999809265137,12.600000381469727,11.5,11.800000190734863,3794300
2025-09-17,11.899999618530273,12.5,11.699999809265137,12.199999809265137,3601220
2025-09-18,12.600000381469727,12.899999618530273,11.899999618530273,12.100000381469727,4981230
2025-09-19,12.100000381469727,12.699999809265137,12.0,12.5,3270020
2025-09-22,12.0,12.199999809265137,11.600000381469727,12.0,2581070
2025-09-23,12.399999618530273,13.0,11.800000190734863,11.899999618530273,5502170
2025-09-24,12.600000381469727,13.300000190734863,12.300000190734863,12.399999618530273,4200460
2025-09-25,11.899999618530273,12.399999618530273,11.699999809265137,12.300000190734863,5728480
2025-09-26,11.5,12.100000381469727,11.399999618530273,11.800000190734863,4340150
2025-09-29,18.5,18.600000381469727,13.399999618530273,13.600000381469727,37379870
2025-09-30,17.299999237060547,18.200000762939453,16.200000762939453,17.299999237060547,16306200
2025-10-01,16.600000381469727,17.399999618530273,16.399999618530273,16.700000762939453,8444460
2025-10-02,16.100000381469727,18.799999237060547,15.899999618530273,16.700000762939453,11869030
2025-10-03,16.200000762939453,17.0,15.899999618530273,16.5,8487420
2025-10-06,15.800000190734863,16.5,15.100000381469727,16.5,8739190
2025-10-07,17.100000381469727,17.399999618530273,15.699999809265137,15.800000190734863,12608330
2025-10-08,17.200000762939453,17.700000762939453,16.100000381469727,17.299999237060547,11130610
2025-10-09,21.0,23.200000762939453,19.299999237060547,19.899999618530273,30286340
2025-10-10,17.200000762939453,20.200000762939453,17.100000381469727,20.100000381469727,15219960
2025-10-13,16.899999618530273,18.200000762939453,16.5,18.100000381469727,5524230
2025-10-14,16.0,16.600000381469727,15.899999618530273,16.399999618530273,7552040
2025-10-15,16.799999237060547,18.399999618530273,15.699999809265137,16.600000381469727,12240420
2025-10-16,15.399999618530273,16.899999618530273,15.199999809265137,16.799999237060547,8280950
2025-10-17,15.600000381469727,15.699999809265137,14.800000190734863,14.899999618530273,6811540
2025-10-20,15.699999809265137,16.200000762939453,15.399999618530273,15.600000381469727,5638640
2025-10-21,14.800000190734863,15.600000381469727,14.800000190734863,15.5,5969660
2025-10-22,14.5,14.800000190734863,14.0,14.699999809265137,8881300
2025-10-23,14.800000190734863,15.399999618530273,14.300000190734863,14.399999618530273,5377530
2025-10-24,14.899999618530273,15.300000190734863,14.800000190734863,14.899999618530273,4888000
2025-10-27,14.699999809265137,15.300000190734863,14.300000190734863,15.300000190734863,6722810
2025-10-28,13.800000190734863,14.699999809265137,13.699999809265137,14.699999809265137,7382270
2025-10-29,13.600000381469727,14.199999809265137,13.399999618530273,13.699999809265137,5962960
2025-10-30,12.899999618530273,13.600000381469727,12.800000190734863,13.399999618530273,7608370
2025-10-31,13.399999618530273,13.600000381469727,13.0,13.0,4051900
2025-11-03,13.100000381469727,13.5,12.899999618530273,13.5,3100510
2025-11-04,12.399999618530273,12.800000190734863,12.100000381469727,12.399999618530273,4901660
2025-11-05,12.800000190734863,13.100000381469727,12.399999618530273,12.399999618530273,3756520
2025-11-06,12.100000381469727,12.800000190734863,12.0,12.699999809265137,3635150
2025-11-07,12.399999618530273,12.5,11.699999809265137,12.0,3809880
2025-11-10,13.100000381469727,13.300000190734863,12.699999809265137,12.899999618530273,4204950
2025-11-11,12.899999618530273,13.199999809265137,12.699999809265137,12.899999618530273,3027630
2025-11-12,12.300000190734863,13.100000381469727,12.199999809265137,12.800000190734863,3439140
2025-11-13,11.300000190734863,12.199999809265137,11.199999809265137,11.800000190734863,5504440
2025-11-14,10.800000190734863,11.300000190734863,10.600000381469727,10.699999809265137,5920530
2025-11-17,10.300000190734863,10.899999618530273,10.100000381469727,10.600000381469727,4877830
2025-11-18,10.300000190734863,10.5,10.0,10.100000381469727,4149880
2025-11-19,9.600000381469727,10.399999618530273,9.300000190734863,10.300000190734863,5866550
2025-11-20,9.0,10.399999618530273,8.899999618530273,10.100000381469727,4222000
2025-11-21,9.100000381469727,9.5,8.800000190734863,9.100000381469727,2943580
2025-11-24,9.699999809265137,10.100000381469727,9.199999809265137,9.300000190734863,3556210
2025-11-25,9.800000190734863,10.199999809265137,9.199999809265137,9.600000381469727,1949210
2025-11-26,10.300000190734863,10.600000381469727,9.899999618530273,10.0,3919720
2025-11-28,8.100000381469727,9.0,8.0,8.899999618530273,9856180
2025-12-01,7.800000190734863,8.100000381469727,7.699999809265137,7.900000095367432,5384760
2025-12-02,7.710000038146973,8.979999542236328,7.170000076293945,7.800000190734863,9051600
2025-12-03,7.059999942779541,7.670000076293945,7.03000020980835,7.650000095367432,8745400
2025-12-04,7.21999979019165,7.380000114440918,6.900000095367432,7.050000190734863,9016100
2025-12-05,7.349999904632568,7.480000019073486,7.059999942779541,7.25,8205400
2025-12-08,7.199999809265137,7.519999980926514,7.139999866485596,7.320000171661377,4124800
2025-12-09,8.09000015258789,8.180000305175781,7.099999904632568,7.159999847412109,8633900
2025-12-10,8.260000228881836,8.640000343322754,7.849999904632568,8.029999732971191,6439100
2025-12-11,8.430000305175781,8.59000015258789,8.079999923706055,8.119999885559082,6525800
2025-12-12,12.149999618530273,12.40999984741211,10.279999732971191,11.640000343322754,84198400
2025-12-15,10.930000305175781,12.59000015258789,10.770000457763672,12.390000343322754,41030500
2025-12-16,13.9399995803833,14.550000190734863,10.5,10.510000228881836,47412000
2025-12-17,12.880000114440918,14.699999809265137,12.729999542236328,14.170000076293945,30855100
2025-12-18,12.34000015258789,15.699999809265137,12.09000015258789,13.5,67936000
2025-12-19,11.15999984741211,12.1899995803833,11.0,12.109999656677246,22555100
2025-12-22,10.420000076293945,11.34000015258789,10.380000114440918,11.119999885559082,11350800
2025-12-23,10.529999732971191,10.949999809265137,9.819999694824219,10.199999809265137,13596000
2025-12-24,10.149999618530273,10.710000038146973,9.970000267028809,10.710000038146973,4533700
2025-12-26,9.600000381469727,10.119999885559082,9.520000457763672,10.100000381469727,6595600
2025-12-29,9.260000228881836,9.789999961853027,9.180000305175781,9.449999809265137,5655700
2025-12-30,9.020000457763672,9.550000190734863,8.970000267028809,9.229999542236328,6794200
2025-12-31,9.029999732971191,9.25,8.84000015258789,8.930000305175781,5360100
2026-01-02,9.720000267028809,9.850000381469727,9.199999809265137,9.229999542236328,6228400
2026-01-05,9.5,9.760000228881836,9.289999961853027,9.760000228881836,5871600
2026-01-06,9.260000228881836,9.5600004196167,8.8100004196167,9.5,7186500
2026-01-07,8.989999771118164,9.270000457763672,8.9399995803833,9.260000228881836,5128400
2026-01-08,9.130000114440918,9.210000038146973,8.789999961853027,8.920000076293945,8838500
2026-01-09,9.180000305175781,10.100000381469727,9.119999885559082,10.050000190734863,16942500
2026-01-12,9.300000190734863,9.949999809265137,8.880000114440918,9.050000190734863,9071400
2026-01-13,9.390000343322754,9.680000305175781,9.199999809265137,9.369999885559082,5307400
2026-01-14,9.899999618530273,10.039999961853027,9.350000381469727,9.359999656677246,5575000
2026-01-15,9.710000038146973,10.130000114440918,9.609999656677246,9.729999542236328,4443100
2026-01-16,9.460000038146973,9.680000305175781,9.359999656677246,9.609999656677246,3012000
2026-01-20,8.75,9.170000076293945,8.670000076293945,9.0,6104700
2026-01-21,8.670000076293945,8.970000267028809,8.609999656677246,8.75,3661900
2026-01-22,9.130000114440918,9.3100004196167,8.760000228881836,8.789999961853027,3609000
2026-01-23,9.050000190734863,9.300000190734863,8.920000076293945,9.0600004196167,2737500
2026-01-26,8.729999542236328,9.010000228881836,8.680000305175781,8.970000267028809,2675500
2026-01-27,8.420000076293945,8.760000228881836,8.399999618530273,8.729999542236328,3757900
2026-01-28,7.849999904632568,8.460000038146973,7.820000171661377,8.390000343322754,6670400
2026-01-29,7.619999885559082,7.860000133514404,7.550000190734863,7.75,3238900
2026-01-30,7.460000038146973,7.670000076293945,7.449999809265137,7.550000190734863,2831300
2026-02-02,7.440000057220459,7.650000095367432,7.380000114440918,7.449999809265137,2660600
2026-02-03,7.78000020980835,7.869999885559082,7.489999771118164,7.550000190734863,3816900
2026-02-04,7.599999904632568,8.029999732971191,7.360000133514404,7.789999961853027,4050000
2026-02-05,7.050000190734863,7.480000019073486,6.96999979019165,7.420000076293945,3802600
2026-02-06,7.579999923706055,7.650000095367432,7.159999847412109,7.199999809265137,3111100
2026-02-09,7.699999809265137,7.789999961853027,7.420000076293945,7.489999771118164,2416100
2026-02-10,7.829999923706055,8.3100004196167,7.599999904632568,7.710000038146973,3231300
2026-02-11,7.619999885559082,7.880000114440918,7.449999809265137,7.849999904632568,2491600
2026-02-12,7.489999771118164,7.840000152587891,7.409999847412109,7.650000095367432,1833700
2026-02-13,7.510000228881836,7.75,7.440000057220459,7.519999980926514,2947700
2026-02-17,7.510000228881836,7.599999904632568,7.260000228881836,7.460000038146973,2415900
2026-02-18,7.579999923706055,7.889999866485596,7.329999923706055,7.400000095367432,2979300
2026-02-19,7.889999866485596,7.909999847412109,7.429999828338623,7.53000020980835,2308300
2026-02-20,7.75,7.960000038146973,7.659999847412109,7.840000152587891,2559400
2026-02-23,7.550000190734863,7.670000076293945,7.440000057220459,7.650000095367432,2936100
2026-02-24,7.920000076293945,7.96999979019165,7.510000228881836,7.510000228881836,2246600
2026-02-25,7.829999923706055,8.09000015258789,7.800000190734863,8.0,1743000
2026-02-26,7.989999771118164,8.029999732971191,7.760000228881836,7.789999961853027,2187100
2026-02-27,7.869999885559082,8.010000228881836,7.769999980926514,7.809999942779541,2508000
2026-03-02,7.599999904632568,7.75,7.389999866485596,7.519999980926514,2796300
2026-03-03,7.360000133514404,7.539999961853027,7.21999979019165,7.400000095367432,4078000
2026-03-04,7.300000190734863,7.670000076293945,7.28000020980835,7.349999904632568,2431500
2026-03-05,7.059999942779541,7.380000114440918,6.96999979019165,7.300000190734863,3527500
2026-03-06,7.210000038146973,7.300000190734863,6.860000133514404,6.96999979019165,2713600
2026-03-09,7.349999904632568,7.400000095367432,6.829999923706055,7.079999923706055,3306800
2026-03-10,7.199999809265137,7.5,7.170000076293945,7.360000133514404,2566200
2026-03-11,7.21999979019165,7.449999809265137,7.170000076293945,7.199999809265137,1992400
2026-03-12,6.949999809265137,7.239999771118164,6.929999828338623,7.119999885559082,2437400
2026-03-13,6.889999866485596,7.139999866485596,6.809999942779541,7.0,1868800
2026-03-16,6.900000095367432,7.090000152587891,6.869999885559082,6.980000019073486,1646000
2026-03-17,6.949999809265137,7.079999923706055,6.860000133514404,6.929999828338623,1711700
2026-03-18,6.730000019073486,6.949999809265137,6.71999979019165,6.900000095367432,1777300
2026-03-19,6.659999847412109,6.710000038146973,6.460000038146973,6.579999923706055,2377800
2026-03-20,6.210000038146973,6.630000114440918,6.150000095367432,6.630000114440918,3513500
2026-03-23,6.449999809265137,6.5,6.119999885559082,6.25,2591100
2026-03-24,6.659999847412109,6.71999979019165,6.309999942779541,6.409999847412109,1626100
2026-03-25,6.940000057220459,7.079999923706055,6.75,6.760000228881836,3145100
2026-03-26,6.539999961853027,6.940000057220459,6.519999980926514,6.909999847412109,1927500
2026-03-27,6.320000171661377,6.650000095367432,6.28000020980835,6.539999961853027,2053800
2026-03-30,5.989999771118164,6.400000095367432,5.929999828338623,6.320000171661377,2770100
2026-03-31,6.46999979019165,6.46999979019165,6.03000020980835,6.03000020980835,3795400
2026-04-01,6.139999866485596,6.78000020980835,6.059999942779541,6.610000133514404,5629600
2026-04-02,6.550000190734863,6.659999847412109,5.889999866485596,6.070000171661377,5709500
2026-04-06,6.659999847412109,6.949999809265137,6.5,6.619999885559082,3635800
2026-04-07,6.460000038146973,6.630000114440918,6.380000114440918,6.539999961853027,2318200
2026-04-08,6.75,6.940000057220459,6.670000076293945,6.800000190734863,3160600
2026-04-09,6.71999979019165,6.869999885559082,6.519999980926514,6.710000038146973,2374700
2026-04-10,6.570000171661377,6.920000076293945,6.550000190734863,6.760000228881836,1829100
2026-04-13,6.71999979019165,6.78000020980835,6.360000133514404,6.434700012207031,2839367
