datetime,open,high,low,close,volume,dividends,stock splits
2026-01-15 09:30:00-05:00,6.820000171661377,6.900000095367432,6.820000171661377,6.889999866485596,52476,0.0,0.0
2026-01-15 09:35:00-05:00,6.900000095367432,7.0,6.900000095367432,6.969900131225586,24054,0.0,0.0
2026-01-15 09:40:00-05:00,6.96999979019165,7.039999961853027,6.96999979019165,7.019899845123291,44004,0.0,0.0
2026-01-15 09:45:00-05:00,7.019999980926514,7.179999828338623,7.019999980926514,7.159999847412109,60961,0.0,0.0
2026-01-15 09:50:00-05:00,7.159999847412109,7.199999809265137,7.130000114440918,7.170000076293945,56161,0.0,0.0
2026-01-15 09:55:00-05:00,7.190000057220459,7.269999980926514,7.170000076293945,7.264800071716309,96752,0.0,0.0
2026-01-15 10:00:00-05:00,7.269999980926514,7.289999961853027,7.239999771118164,7.284999847412109,28237,0.0,0.0
2026-01-15 10:05:00-05:00,7.28000020980835,7.349999904632568,7.269999980926514,7.329999923706055,65154,0.0,0.0
2026-01-15 10:10:00-05:00,7.340000152587891,7.364999771118164,7.309999942779541,7.328400135040283,82699,0.0,0.0
2026-01-15 10:15:00-05:00,7.339900016784668,7.380000114440918,7.289999961853027,7.309999942779541,51268,0.0,0.0
2026-01-15 10:20:00-05:00,7.309999942779541,7.355000019073486,7.300000190734863,7.300000190734863,30941,0.0,0.0
2026-01-15 10:25:00-05:00,7.309999942779541,7.309999942779541,7.260000228881836,7.28000020980835,18814,0.0,0.0
2026-01-15 10:30:00-05:00,7.284999847412109,7.329999923706055,7.269999980926514,7.320000171661377,16731,0.0,0.0
2026-01-15 10:35:00-05:00,7.320000171661377,7.329999923706055,7.239999771118164,7.244999885559082,23389,0.0,0.0
2026-01-15 10:40:00-05:00,7.241700172424316,7.255000114440918,7.230000019073486,7.249000072479248,21197,0.0,0.0
2026-01-15 10:45:00-05:00,7.239999771118164,7.239999771118164,7.179999828338623,7.215799808502197,12992,0.0,0.0
2026-01-15 10:50:00-05:00,7.210000038146973,7.289999961853027,7.210000038146973,7.287399768829346,26212,0.0,0.0
2026-01-15 10:55:00-05:00,7.284999847412109,7.300000190734863,7.260000228881836,7.28000020980835,28679,0.0,0.0
2026-01-15 11:00:00-05:00,7.289999961853027,7.389999866485596,7.289999961853027,7.369999885559082,73920,0.0,0.0
2026-01-15 11:05:00-05:00,7.369999885559082,7.369999885559082,7.250400066375732,7.269999980926514,17530,0.0,0.0
2026-01-15 11:10:00-05:00,7.260000228881836,7.284999847412109,7.255000114440918,7.255000114440918,14108,0.0,0.0
2026-01-15 11:15:00-05:00,7.25,7.264999866485596,7.239999771118164,7.264999866485596,10629,0.0,0.0
2026-01-15 11:20:00-05:00,7.264999866485596,7.340000152587891,7.255000114440918,7.320000171661377,45317,0.0,0.0
2026-01-15 11:25:00-05:00,7.315000057220459,7.379899978637695,7.315000057220459,7.315000057220459,49134,0.0,0.0
2026-01-15 11:30:00-05:00,7.315000057220459,7.329999923706055,7.289999961853027,7.320000171661377,21560,0.0,0.0
2026-01-15 11:35:00-05:00,7.320000171661377,7.320000171661377,7.300000190734863,7.309999942779541,18897,0.0,0.0
2026-01-15 11:40:00-05:00,7.300000190734863,7.300000190734863,7.269999980926514,7.28000020980835,9504,0.0,0.0
2026-01-15 11:45:00-05:00,7.284999847412109,7.289999961853027,7.230000019073486,7.289999961853027,16165,0.0,0.0
2026-01-15 11:50:00-05:00,7.28000020980835,7.289999961853027,7.28000020980835,7.2891998291015625,6672,0.0,0.0
2026-01-15 11:55:00-05:00,7.28000020980835,7.340000152587891,7.28000020980835,7.295000076293945,18780,0.0,0.0
2026-01-15 12:00:00-05:00,7.289999961853027,7.300000190734863,7.260000228881836,7.300000190734863,25905,0.0,0.0
2026-01-15 12:05:00-05:00,7.303500175476074,7.304999828338623,7.260000228881836,7.269999980926514,24267,0.0,0.0
2026-01-15 12:10:00-05:00,7.269999980926514,7.284999847412109,7.255000114440918,7.255000114440918,12307,0.0,0.0
2026-01-15 12:15:00-05:00,7.25,7.28000020980835,7.25,7.28000020980835,5847,0.0,0.0
2026-01-15 12:20:00-05:00,7.28000020980835,7.28000020980835,7.25,7.25,17628,0.0,0.0
2026-01-15 12:25:00-05:00,7.25,7.269999980926514,7.25,7.25,2122,0.0,0.0
