datetime,close,high,low,open,volume
2025-04-14,0.6710000038146973,0.7419999837875366,0.6549999713897705,0.7200000286102295,4639100
2025-04-15,0.6990000009536743,0.7099999785423279,0.6740000247955322,0.6880000233650208,4442200
2025-04-16,0.652999997138977,0.6970000267028809,0.6399999856948853,0.6800000071525574,4031900
2025-04-17,0.6790000200271606,0.6899999976158142,0.6499999761581421,0.6499999761581421,3490800
2025-04-21,0.6769999861717224,0.6840000152587891,0.652999997138977,0.6800000071525574,1575900
2025-04-22,0.6880000233650208,0.7039999961853027,0.6769999861717224,0.6800000071525574,2997500
2025-04-23,0.7170000076293945,0.75,0.6990000009536743,0.7099999785423279,3190200
2025-04-24,0.7369999885559082,0.7400000095367432,0.7099999785423279,0.7149999737739563,2108600
2025-04-25,0.718999981880188,0.7480000257492065,0.7110000252723694,0.7400000095367432,2835800
2025-04-28,0.7080000042915344,0.7350000143051147,0.6819999814033508,0.734000027179718,3320800
2025-04-29,0.7279999852180481,0.7400000095367432,0.6809999942779541,0.7099999785423279,2728500
2025-04-30,0.746999979019165,0.75,0.6909999847412109,0.7200000286102295,2681100
2025-05-01,0.7379999756813049,0.7649999856948853,0.7300000190734863,0.7440000176429749,2652100
2025-05-02,0.7649999856948853,0.7799999713897705,0.7409999966621399,0.7409999966621399,3901700
2025-05-05,0.7599999904632568,0.7799999713897705,0.7450000047683716,0.7540000081062317,2817500
2025-05-06,0.7149999737739563,0.7670000195503235,0.6949999928474426,0.7670000195503235,2708900
2025-05-07,0.6620000004768372,0.7170000076293945,0.6499999761581421,0.7099999785423279,2782100
2025-05-08,0.6890000104904175,0.7039999961853027,0.6600000262260437,0.6700000166893005,3040600
2025-05-09,0.6700000166893005,0.7350000143051147,0.6520000100135803,0.7160000205039978,3846900
2025-05-12,0.699999988079071,0.7049999833106995,0.6729999780654907,0.6830000281333923,3067200
2025-05-13,0.703000009059906,0.7179999947547913,0.6710000038146973,0.6909999847412109,3152100
2025-05-14,0.6949999928474426,0.7400000095367432,0.6869999766349792,0.699999988079071,1723200
2025-05-15,0.7089999914169312,0.7099999785423279,0.6399999856948853,0.6850000023841858,5311400
2025-05-16,0.7580000162124634,0.8100000023841858,0.6800000071525574,0.6859999895095825,8339500
2025-05-19,0.7699999809265137,0.7760000228881836,0.7300000190734863,0.7419999837875366,2360700
2025-05-20,0.8100000023841858,0.8489999771118164,0.7329999804496765,0.7450000047683716,6511000
2025-05-21,0.8299999833106995,0.8500000238418579,0.7860000133514404,0.8199999928474426,4959500
2025-05-22,0.9139999747276306,0.9629999995231628,0.8050000071525574,0.8190000057220459,9375200
2025-05-23,0.9309999942779541,1.0099999904632568,0.9110000133514404,0.9200000166893005,10043600
2025-05-27,0.9580000042915344,1.0099999904632568,0.9279999732971191,0.9990000128746033,7601700
2025-05-28,0.8830000162124634,0.9810000061988831,0.8550000190734863,0.9700000286102295,6524500
2025-05-29,0.8339999914169312,0.9079999923706055,0.8119999766349792,0.8899999856948853,5525800
2025-05-30,0.8360000252723694,0.8769999742507935,0.8080000281333923,0.8339999914169312,2966200
